,article_title,country,revision_id,article_quality,region,population
6026,Francisco Elías de Tejada y Spínola,Spain,1240811856,FA,SOUTHERN EUROPE,48.3
6027,José Perelló Torrens,Spain,1188172684,Start,SOUTHERN EUROPE,48.3
6028,Arantza Urkaregi,Spain,1237941525,Start,SOUTHERN EUROPE,48.3
6029,Fernando de Valdés y Salas,Spain,1233552005,Start,SOUTHERN EUROPE,48.3
6030,Mauro Varela,Spain,1161077572,Stub,SOUTHERN EUROPE,48.3
6031,Rodrigo Vázquez de Arce,Spain,1234472572,Start,SOUTHERN EUROPE,48.3
6032,José Joaquín de Viana,Spain,1238088449,Start,SOUTHERN EUROPE,48.3
6033,Narcís Vinyoles,Spain,1215856775,Start,SOUTHERN EUROPE,48.3
6034,Pedro Vives,Spain,1223572479,GA,SOUTHERN EUROPE,48.3
6035,Alberto Zarraoa,Spain,1243871603,C,SOUTHERN EUROPE,48.3
6036,Mariano Zufía Urrizalqui,Spain,1231889136,FA,SOUTHERN EUROPE,48.3
6037,Somawansa Amarasinghe,Sri Lanka,1243073099,GA,SOUTH ASIA,22.7
6038,Chanaka Amaratunga,Sri Lanka,1241483000,C,SOUTH ASIA,22.7
6039,Kumari Balasuriya,Sri Lanka,1231601129,Stub,SOUTH ASIA,22.7
6040,W. E. Boteju,Sri Lanka,1249868654,Stub,SOUTH ASIA,22.7
6041,Simon Casie Chetty,Sri Lanka,1179725774,C,SOUTH ASIA,22.7
6042,Cissy Cooray,Sri Lanka,1219814539,Start,SOUTH ASIA,22.7
6043,Shirley Corea,Sri Lanka,1248778602,C,SOUTH ASIA,22.7
6044,Albert L. De Alwis Seneviratne,Sri Lanka,1185717129,Stub,SOUTH ASIA,22.7
6045,A. J. R. de Soysa,Sri Lanka,1187003494,Start,SOUTH ASIA,22.7
6046,Evelyn de Soysa,Sri Lanka,1219815222,C,SOUTH ASIA,22.7
6047,David Dharmakeerthi,Sri Lanka,1228230937,C,SOUTH ASIA,22.7
6048,J. C. Dias Bandaranaike,Sri Lanka,1203311671,Stub,SOUTH ASIA,22.7
6049,Dhamma Dissanayake,Sri Lanka,1249711541,Stub,SOUTH ASIA,22.7
6050,B. H. Dunuwille,Sri Lanka,1165315563,Stub,SOUTH ASIA,22.7
6051,Niluka Ekanayake,Sri Lanka,1249650915,Start,SOUTH ASIA,22.7
6052,William Ellawala,Sri Lanka,1225851585,Start,SOUTH ASIA,22.7
6053,C. H. Z. Fernando,Sri Lanka,1247700741,C,SOUTH ASIA,22.7
6054,Sam Peter Christopher Fernando,Sri Lanka,1179726139,Start,SOUTH ASIA,22.7
6055,Saman Piyasiri Fernando,Sri Lanka,1222339547,GA,SOUTH ASIA,22.7
6056,William Gopallawa,Sri Lanka,1247954900,C,SOUTH ASIA,22.7
6057,C. T. Grero,Sri Lanka,1165316159,Stub,SOUTH ASIA,22.7
6058,Deepthi Kumara Gunarathne,Sri Lanka,1183509148,Stub,SOUTH ASIA,22.7
6059,Prasanna Gunawardena,Sri Lanka,1165316165,Stub,SOUTH ASIA,22.7
6060,S. N. W. Hulugalle,Sri Lanka,1165316163,Stub,SOUTH ASIA,22.7
6061,Herbert Eric Jansz,Sri Lanka,1165315225,Stub,SOUTH ASIA,22.7
6062,Peshala Jayarathne,Sri Lanka,1239991644,Stub,SOUTH ASIA,22.7
6063,M. P. Jayasinghe,Sri Lanka,1165316210,Stub,SOUTH ASIA,22.7
6064,Layard Jayasundera,Sri Lanka,1165316191,Stub,SOUTH ASIA,22.7
6065,Dayan Jayatilleka,Sri Lanka,1245069718,GA,SOUTH ASIA,22.7
6066,Ranil Jayawardena,Sri Lanka,1247270745,GA,SOUTH ASIA,22.7
6067,Stanley Kalpage,Sri Lanka,1242818277,Start,SOUTH ASIA,22.7
6068,Neville Kanakaratna,Sri Lanka,1242818283,Start,SOUTH ASIA,22.7
6069,Asoka Karunaratne,Sri Lanka,1229954743,Start,SOUTH ASIA,22.7
6070,Nagananda Kodituwakku,Sri Lanka,1238953988,B,SOUTH ASIA,22.7
6071,Kulasiri Kumarage,Sri Lanka,1191466959,Start,SOUTH ASIA,22.7
6072,Hermann Albert Loos,Sri Lanka,1245891070,Start,SOUTH ASIA,22.7
6073,Theodore Barcroft L. Moonemalle,Sri Lanka,1247654120,Stub,SOUTH ASIA,22.7
6074,National Union of Workers (Sri Lanka),Sri Lanka,1247354907,Start,SOUTH ASIA,22.7
6075,James Peter Obeyesekere I,Sri Lanka,1179726399,Stub,SOUTH ASIA,22.7
6076,Solomon Christoffel Obeyesekere,Sri Lanka,1182990163,Start,SOUTH ASIA,22.7
6077,Craig Ondarchie,Sri Lanka,1230349981,Start,SOUTH ASIA,22.7
6078,P. B. Dissanayake,Sri Lanka,1165316456,Stub,SOUTH ASIA,22.7
6079,Tikiri Bandara Panabokke I,Sri Lanka,1190525825,Stub,SOUTH ASIA,22.7
6080,Sujatha Paramanathan,Sri Lanka,1247649621,C,SOUTH ASIA,22.7
6081,James Peiris,Sri Lanka,1241519028,GA,SOUTH ASIA,22.7
6082,M. V. P. Peiris,Sri Lanka,1242818794,Start,SOUTH ASIA,22.7
6083,Marshal Perera,Sri Lanka,1165316488,Start,SOUTH ASIA,22.7
6084,Jude Perera,Sri Lanka,1240127199,Stub,SOUTH ASIA,22.7
6085,J. G. Philipsz Panditaratne,Sri Lanka,1184818193,Stub,SOUTH ASIA,22.7
6086,Rishi Senthil Raj,Sri Lanka,1222315999,Start,SOUTH ASIA,22.7
6087,Gotabaya Rajapaksa,Sri Lanka,1250415824,B,SOUTH ASIA,22.7
6088,Wilfred Martin Rajapakse,Sri Lanka,1179726523,Stub,SOUTH ASIA,22.7
6089,Vijitha Rohana,Sri Lanka,1240463277,Start,SOUTH ASIA,22.7
6090,Prasanna Shamal Senarath,Sri Lanka,1219818027,Stub,SOUTH ASIA,22.7
6091,Allan Morley Spaar,Sri Lanka,1249461630,Start,SOUTH ASIA,22.7
6092,Tamil Progressive Alliance,Sri Lanka,1247900823,Start,SOUTH ASIA,22.7
6093,O. C. Tillekeratne,Sri Lanka,1219817745,Stub,SOUTH ASIA,22.7
6094,Stanley Tillekeratne,Sri Lanka,1227894711,Stub,SOUTH ASIA,22.7
6095,Up-Country People's Front,Sri Lanka,1189504219,Stub,SOUTH ASIA,22.7
6096,Nalini Weerawanni,Sri Lanka,1239993755,Stub,SOUTH ASIA,22.7
6097,Chandradasa Wijesinghe,Sri Lanka,1187003994,Start,SOUTH ASIA,22.7
6098,Sirimal Wijesinghe,Sri Lanka,1213943792,Start,SOUTH ASIA,22.7
6099,Rohana Wijeweera,Sri Lanka,1249738578,C,SOUTH ASIA,22.7
6100,Gerard Wijeyekoon,Sri Lanka,1190484705,Stub,SOUTH ASIA,22.7
6101,Adil Abdel Aati,Sudan,1234479270,C,NORTHERN AFRICA,48.1
6102,Abdel Fattah al-Maghrabi,Sudan,1215349032,Start,NORTHERN AFRICA,48.1
6103,Abdel Halim Mohamed,Sudan,1249045451,GA,NORTHERN AFRICA,48.1
6104,Ahmad Muhammad Salih,Sudan,1250277094,C,NORTHERN AFRICA,48.1
6105,Ahmed Mohammed Yassin,Sudan,1215886938,C,NORTHERN AFRICA,48.1
6106,Ali wad Hilu,Sudan,1174316394,Stub,NORTHERN AFRICA,48.1
6107,Mirghani Alnasri,Sudan,1232037123,Start,NORTHERN AFRICA,48.1
6108,Samuel Aru Bol,Sudan,1240695162,Start,NORTHERN AFRICA,48.1
6109,Tahani Abdalla Attia Gasmalla,Sudan,1231858620,Stub,NORTHERN AFRICA,48.1
6110,Ibrahim Balandiya,Sudan,1249045163,Stub,NORTHERN AFRICA,48.1
6111,Daud Bolad,Sudan,1159405029,C,NORTHERN AFRICA,48.1
6112,Bona Malwal,Sudan,1235651454,GA,NORTHERN AFRICA,48.1
6113,Dardiri Mohammed Osman,Sudan,1250649898,C,NORTHERN AFRICA,48.1
6114,Ahmed Diraige,Sudan,1184800375,B,NORTHERN AFRICA,48.1
6115,El-Shafie Ahmed el-Sheikh,Sudan,1234479341,C,NORTHERN AFRICA,48.1
6116,Bishop Philip Abbas Ghaboush,Sudan,1185627983,Stub,NORTHERN AFRICA,48.1
6117,Zakaria Chol Gideon Gakmar,Sudan,1142883735,Stub,NORTHERN AFRICA,48.1
6118,Shartai Jaafar Abdel Hakam,Sudan,1131930191,Stub,NORTHERN AFRICA,48.1
6119,Ja'afar Abdul El Hakh,Sudan,1230682917,Stub,NORTHERN AFRICA,48.1
6120,Khader Hamad,Sudan,1220926150,Stub,NORTHERN AFRICA,48.1
6121,Khalil Ibrahim,Sudan,1219271670,C,NORTHERN AFRICA,48.1
6122,Jarvis Yak,Sudan,1212603232,Start,NORTHERN AFRICA,48.1
6123,Osman Kebir,Sudan,1249045186,Stub,NORTHERN AFRICA,48.1
6124,George Kongor Arop,Sudan,1249045192,Stub,NORTHERN AFRICA,48.1
6125,Luigi Adwok,Sudan,1171543658,GA,NORTHERN AFRICA,48.1
6126,Saeed Madibo,Sudan,1235398863,Stub,NORTHERN AFRICA,48.1
6127,Amin Mekki Medani,Sudan,1245331928,C,NORTHERN AFRICA,48.1
6128,Jimmy Lemi Milla,Sudan,1249045200,Start,NORTHERN AFRICA,48.1
6129,Mohamed al-Baghir Ahmed,Sudan,1242385930,C,NORTHERN AFRICA,48.1
6130,Mohamed El-Amin Ahmed El-Tom,Sudan,1242269376,B,NORTHERN AFRICA,48.1
6131,Mubarak Shaddad,Sudan,1250587596,C,NORTHERN AFRICA,48.1
6132,Muhammad al-Mahdi al-Majdhub,Sudan,1250822085,GA,NORTHERN AFRICA,48.1
6133,Muhammad Sa'id al-Qaddal,Sudan,1163542334,C,NORTHERN AFRICA,48.1
6134,Muhammad Sharif (Kalifa),Sudan,1174958200,Start,NORTHERN AFRICA,48.1
6135,Abdallahi ibn Muhammad,Sudan,1193384074,GA,NORTHERN AFRICA,48.1
6136,Abdul-Hamid Musa Kasha,Sudan,1249045206,Stub,NORTHERN AFRICA,48.1
6137,Muhammad Nadi Pasha,Sudan,1249283227,Start,NORTHERN AFRICA,48.1
6138,Theophilus Ochang,Sudan,1136437490,Start,NORTHERN AFRICA,48.1
6139,Salih Mahmoud Osman,Sudan,1182025504,Start,NORTHERN AFRICA,48.1
6140,Omer al-Qarray,Sudan,1170837054,C,NORTHERN AFRICA,48.1
6141,Santino Deng Teng,Sudan,1175191970,Start,NORTHERN AFRICA,48.1
6142,Simon Makwac Mayen,Sudan,1142717629,Stub,NORTHERN AFRICA,48.1
6143,Siricio Iro Wani,Sudan,1215348942,C,NORTHERN AFRICA,48.1
6144,Eliaba James Surur,Sudan,1158776779,Start,NORTHERN AFRICA,48.1
6145,Al-Haj Adam Youssef,Sudan,1249045222,Stub,NORTHERN AFRICA,48.1
6146,Yusuf al-Ajab,Sudan,1082923942,Start,NORTHERN AFRICA,48.1
6147,Thuli Dladla,South Africa,1213531431,Stub,SOUTHERN AFRICA,60.7
6148,Paul Dlamini,South Africa,1224038773,Stub,SOUTHERN AFRICA,60.7
6149,Russell Dlamini,South Africa,1246199578,Start,SOUTHERN AFRICA,60.7
6150,Prince Sozisa Dlamini,South Africa,1195787180,B,SOUTHERN AFRICA,60.7
6151,Mduduzi Bacede Mabuza,South Africa,1240717930,C,SOUTHERN AFRICA,60.7
6152,Njabulo Mabuza,South Africa,1144736013,Stub,SOUTHERN AFRICA,60.7
6153,Themba Masuku,South Africa,1248422415,Start,SOUTHERN AFRICA,60.7
6154,Mgwagwa Gamedze,South Africa,1190520305,Stub,SOUTHERN AFRICA,60.7
6155,Charles Myeza,South Africa,1151802964,Stub,SOUTHERN AFRICA,60.7
6156,Ben Nsibandze,South Africa,1221995741,Stub,SOUTHERN AFRICA,60.7
6157,Pholile Shakantu,South Africa,1238876241,Start,SOUTHERN AFRICA,60.7
6158,Abraham Brodersson,Sweden,1225361777,C,NORTHERN EUROPE,10.5
6159,Leila Ali Elmi,Sweden,1248971122,Stub,NORTHERN EUROPE,10.5
6160,Bengt Snivil,Sweden,1249342849,Stub,NORTHERN EUROPE,10.5
6161,Rudolf Fredrik Berg,Sweden,1235493370,Start,NORTHERN EUROPE,10.5
6162,Birger Jarl,Sweden,1250942164,C,NORTHERN EUROPE,10.5
6163,Johan Ludvig Boye,Sweden,1241170462,Start,NORTHERN EUROPE,10.5
6164,Birger Brosa,Sweden,1250936688,Start,NORTHERN EUROPE,10.5
6165,Axel Brusewitz,Sweden,1246686913,Stub,NORTHERN EUROPE,10.5
6166,Nils Claëson,Sweden,1240184551,Stub,NORTHERN EUROPE,10.5
6167,Petrus Olai Dalekarlus,Sweden,1133261700,Stub,NORTHERN EUROPE,10.5
6168,Christoffer Dulny,Sweden,1241866380,Start,NORTHERN EUROPE,10.5
6169,Klas Eklund,Sweden,1229156274,C,NORTHERN EUROPE,10.5
6170,Martin Ekström,Sweden,1243213512,Start,NORTHERN EUROPE,10.5
6171,Nils Elowsson,Sweden,1178838433,Stub,NORTHERN EUROPE,10.5
6172,Folke the Fat,Sweden,1249341037,Stub,NORTHERN EUROPE,10.5
6173,Hans Reinhold von Fersen,Sweden,1234257793,Stub,NORTHERN EUROPE,10.5
6174,Hemming Gadh,Sweden,1191848807,Start,NORTHERN EUROPE,10.5
6175,Gösta Hallberg-Cuula,Sweden,1242153764,Start,NORTHERN EUROPE,10.5
6176,Evelina Hahne,Sweden,1206235608,Start,NORTHERN EUROPE,10.5
6177,Greger Helin,Sweden,1196282520,Start,NORTHERN EUROPE,10.5
6178,Anders Henriksson (politician),Sweden,1095370812,Stub,NORTHERN EUROPE,10.5
6179,Carl P. Herslow,Sweden,1167414427,Start,NORTHERN EUROPE,10.5
6180,Holmger Knutsson,Sweden,1022950956,Start,NORTHERN EUROPE,10.5
6181,Albrecht Elof Ihre,Sweden,1240184590,Stub,NORTHERN EUROPE,10.5
6182,Johan Gustaf Helin,Sweden,1196284420,Start,NORTHERN EUROPE,10.5
6183,Ida Karkiainen,Sweden,1229897409,Stub,NORTHERN EUROPE,10.5
6184,Karl the Deaf,Sweden,1250936525,Stub,NORTHERN EUROPE,10.5
6185,Gustav Kasselstrand,Sweden,1248633458,C,NORTHERN EUROPE,10.5
6186,Mats Kettilmundsson,Sweden,1220804432,Start,NORTHERN EUROPE,10.5
6187,Per Klarberg,Sweden,1217619914,Stub,NORTHERN EUROPE,10.5
6188,Sture Korpi,Sweden,1245846292,Stub,NORTHERN EUROPE,10.5
6189,Henrik Landerholm,Sweden,1250601426,Start,NORTHERN EUROPE,10.5
6190,Yvonne Lindholm,Sweden,1222574845,Start,NORTHERN EUROPE,10.5
6191,Peeter Luksep,Sweden,1246219825,Stub,NORTHERN EUROPE,10.5
6192,Vilhelm Lundström (philologist),Sweden,1247243411,C,NORTHERN EUROPE,10.5
6193,Eskil Magnusson,Sweden,1249348846,Start,NORTHERN EUROPE,10.5
6194,Stig Malm,Sweden,1191857507,Start,NORTHERN EUROPE,10.5
6195,Ture Malmgren,Sweden,1250773402,GA,NORTHERN EUROPE,10.5
6196,Magnus Minniskiöld,Sweden,1242948023,C,NORTHERN EUROPE,10.5
6197,Omar Mustafa,Sweden,1209453058,Start,NORTHERN EUROPE,10.5
6198,Reto Nause,Sweden,1243764649,Start,NORTHERN EUROPE,10.5
6199,Sven-Olle Olsson,Sweden,1214971665,Stub,NORTHERN EUROPE,10.5
6200,Vera Oredsson,Sweden,1248269143,C,NORTHERN EUROPE,10.5
6201,Gabriel Gustafsson Oxenstierna,Sweden,1191855968,C,NORTHERN EUROPE,10.5
6202,Carl Fredrik Pechlin,Sweden,1174570277,Start,NORTHERN EUROPE,10.5
6203,Carl Piper,Sweden,1234258396,Start,NORTHERN EUROPE,10.5
6204,Filip Julius Bernhard von Platen,Sweden,1179825961,Stub,NORTHERN EUROPE,10.5
6205,Tomas Polus,Sweden,1192131280,Stub,NORTHERN EUROPE,10.5
6206,Nils Reuterholm,Sweden,1171229279,Stub,NORTHERN EUROPE,10.5
6207,Qristina Ribohn,Sweden,1251056410,Start,NORTHERN EUROPE,10.5
6208,Oliver Rosengren,Sweden,1230606371,Stub,NORTHERN EUROPE,10.5
6209,Abir Al-Sahlani,Sweden,1242838276,C,NORTHERN EUROPE,10.5
6210,Karl Gustaf Scherman,Sweden,1149882720,Stub,NORTHERN EUROPE,10.5
6211,Per Sefastsson,Sweden,1249534409,Start,NORTHERN EUROPE,10.5
6212,Erik Carlsson Sjöblad,Sweden,1009863371,Start,NORTHERN EUROPE,10.5
6213,Erik Sparre,Sweden,1250546396,FA,NORTHERN EUROPE,10.5
6214,Jacob Magnus Sprengtporten,Sweden,1235736355,C,NORTHERN EUROPE,10.5
6215,Jimmy Ståhl,Sweden,1239749367,Stub,NORTHERN EUROPE,10.5
6216,Adolf Ludvig Stierneld,Sweden,1231611546,Start,NORTHERN EUROPE,10.5
6217,Vávra Suk,Sweden,1245847015,Stub,NORTHERN EUROPE,10.5
6218,Peter Sunde,Sweden,1250789363,C,NORTHERN EUROPE,10.5
6219,August Tamm,Sweden,1245846939,Stub,NORTHERN EUROPE,10.5
6220,Robert Macfie Thorburn,Sweden,1240718396,Start,NORTHERN EUROPE,10.5
6221,Jessica Thunander,Sweden,1248954135,Stub,NORTHERN EUROPE,10.5
6222,Lars Törnman,Sweden,1036368817,Stub,NORTHERN EUROPE,10.5
6223,Ulrika Björklund,Sweden,1246219604,Stub,NORTHERN EUROPE,10.5
6224,Fredrik Vejdeland,Sweden,1248630285,C,NORTHERN EUROPE,10.5
6225,Gustaf af Wetterstedt,Sweden,1245847744,Stub,NORTHERN EUROPE,10.5
6226,Bertil Zachrisson,Sweden,1242494191,Stub,NORTHERN EUROPE,10.5
6227,Arthur Bally,Switzerland,1223344313,Stub,WESTERN EUROPE,8.8
6228,Gallus Jacob Baumgartner,Switzerland,1218642069,Start,WESTERN EUROPE,8.8
6229,Jacqueline Berenstein-Wavre,Switzerland,1227596158,Start,WESTERN EUROPE,8.8
6230,Toni Bortoluzzi,Switzerland,1244053937,Start,WESTERN EUROPE,8.8
6231,Franz Josef Bucher,Switzerland,1231998192,GA,WESTERN EUROPE,8.8
6232,Adolf Bühler Jr.,Switzerland,1158603291,Start,WESTERN EUROPE,8.8
6233,Thomas Burgherr,Switzerland,1244066206,Start,WESTERN EUROPE,8.8
6234,Achille Casanova,Switzerland,1153207621,Start,WESTERN EUROPE,8.8
6235,Conradin Cramer,Switzerland,1244057987,Start,WESTERN EUROPE,8.8
6236,Niklaus Dachselhofer,Switzerland,1244058682,Stub,WESTERN EUROPE,8.8
6237,Denis de la Reussille,Switzerland,1179851210,Stub,WESTERN EUROPE,8.8
6238,Josef Dittli,Switzerland,1244066634,Start,WESTERN EUROPE,8.8
6239,Ruggero Dollfus,Switzerland,1249454578,C,WESTERN EUROPE,8.8
6240,Nina Fehr Düsel,Switzerland,1244066162,,WESTERN EUROPE,8.8
6241,Sigmund von Erlach,Switzerland,1244058763,Stub,WESTERN EUROPE,8.8
6242,Johann Rudolf Faesch,Switzerland,1244057992,Stub,WESTERN EUROPE,8.8
6243,Peter Falck,Switzerland,1243369901,GA,WESTERN EUROPE,8.8
6244,Annina von Falkenstein,Switzerland,1244057999,Stub,WESTERN EUROPE,8.8
6245,Patricia von Falkenstein,Switzerland,1244066170,,WESTERN EUROPE,8.8
6246,Laurence Fehlmann Rielle,Switzerland,1244066109,Stub,WESTERN EUROPE,8.8
6247,Hans Fehr,Switzerland,1241393677,Start,WESTERN EUROPE,8.8
6248,Nils Fiechter,Switzerland,1230781988,Start,WESTERN EUROPE,8.8
6249,Ersilia Fossati,Switzerland,1244055920,C,WESTERN EUROPE,8.8
6250,Samuel Frey,Switzerland,1245557114,C,WESTERN EUROPE,8.8
6251,Benjamin Giezendanner,Switzerland,1251113688,GA,WESTERN EUROPE,8.8
6252,Urs Glutz von Blotzheim,Switzerland,1166283068,Stub,WESTERN EUROPE,8.8
6253,Jean-Pierre Grin-Hofmann,Switzerland,1250258940,Start,WESTERN EUROPE,8.8
6254,Lars Guggisberg,Switzerland,1244066096,Start,WESTERN EUROPE,8.8
6255,Petermann von Gundoldingen,Switzerland,1234455075,Start,WESTERN EUROPE,8.8
6256,Martin Haab,Switzerland,1244066124,Start,WESTERN EUROPE,8.8
6257,Hans-Ulrich Bigler,Switzerland,1244058553,Stub,WESTERN EUROPE,8.8
6258,André Hediger,Switzerland,1244058232,Start,WESTERN EUROPE,8.8
6259,Heidi Z'graggen,Switzerland,1244066625,Stub,WESTERN EUROPE,8.8
6260,Georg Friedrich Heilmann,Switzerland,1234879513,Stub,WESTERN EUROPE,8.8
6261,Thomas Helbling,Switzerland,1237220384,Start,WESTERN EUROPE,8.8
6262,David Hess (painter),Switzerland,1191616390,Start,WESTERN EUROPE,8.8
6263,Karl Otto Hunziker,Switzerland,1133272037,Start,WESTERN EUROPE,8.8
6264,Jakob Stark,Switzerland,1244058343,Stub,WESTERN EUROPE,8.8
6265,Jean-Pierre Hocké,Switzerland,1244057824,Stub,WESTERN EUROPE,8.8
6266,Walter Kälin,Switzerland,1186854964,C,WESTERN EUROPE,8.8
6267,Thomas Knutti,Switzerland,1244066213,Stub,WESTERN EUROPE,8.8
6268,Kris Vietze,Switzerland,1244066080,Start,WESTERN EUROPE,8.8
6269,Frédéric-César de La Harpe,Switzerland,1244058843,C,WESTERN EUROPE,8.8
6270,Georgie Lamon,Switzerland,1226360681,Stub,WESTERN EUROPE,8.8
6271,Hubert Lauper,Switzerland,1244054758,Start,WESTERN EUROPE,8.8
6272,Paul Lüönd,Switzerland,1073049884,Stub,WESTERN EUROPE,8.8
6273,Martin Hübscher,Switzerland,1244054811,Stub,WESTERN EUROPE,8.8
6274,Ursula Mauch,Switzerland,1195570688,Start,WESTERN EUROPE,8.8
6275,Jakob Meyer zum Hasen,Switzerland,1244058039,C,WESTERN EUROPE,8.8
6276,Kurt Meyer (Lucerne),Switzerland,1205146093,Stub,WESTERN EUROPE,8.8
6277,Simon Michel,Switzerland,1244066188,Start,WESTERN EUROPE,8.8
6278,Damian Müller,Switzerland,1244066611,Start,WESTERN EUROPE,8.8
6279,Peter Ochs,Switzerland,1244058842,Start,WESTERN EUROPE,8.8
6280,Giovanni Orelli,Switzerland,1202694805,Start,WESTERN EUROPE,8.8
6281,Ludwig Pfyffer,Switzerland,1240133847,Start,WESTERN EUROPE,8.8
6282,Paul Rechsteiner,Switzerland,1250258921,Start,WESTERN EUROPE,8.8
6283,Rudolf Rechsteiner,Switzerland,1223078631,Stub,WESTERN EUROPE,8.8
6284,Ital Reding the Elder,Switzerland,1215773663,Start,WESTERN EUROPE,8.8
6285,Jules Repond,Switzerland,1208465181,Start,WESTERN EUROPE,8.8
6286,Estelle Revaz,Switzerland,1246437002,Start,WESTERN EUROPE,8.8
6287,Gebhard Rohner,Switzerland,1244056151,Stub,WESTERN EUROPE,8.8
6288,Eduard August Rübel,Switzerland,1246874348,Start,WESTERN EUROPE,8.8
6289,Farah Rumy,Switzerland,1244066021,Start,WESTERN EUROPE,8.8
6290,Vinzenz Rüttimann,Switzerland,1144171929,C,WESTERN EUROPE,8.8
6291,Gregor Rutz,Switzerland,1244066056,Start,WESTERN EUROPE,8.8
6292,Sergio Salvioni,Switzerland,1220215459,Start,WESTERN EUROPE,8.8
6293,Alfred Emanuel Sarasin,Switzerland,1193089312,Stub,WESTERN EUROPE,8.8
6294,Nicolas Théodore de Saussure,Switzerland,1245494910,GA,WESTERN EUROPE,8.8
6295,Peter-Josef Schallberger,Switzerland,1022570699,Stub,WESTERN EUROPE,8.8
6296,Josef Scherrer,Switzerland,1187270565,Stub,WESTERN EUROPE,8.8
6297,Jacob Schmidheiny,Switzerland,1240270170,Stub,WESTERN EUROPE,8.8
6298,Nicola Siegrist,Switzerland,1241393904,Stub,WESTERN EUROPE,8.8
6299,André Simonazzi,Switzerland,1245560647,Start,WESTERN EUROPE,8.8
6300,Vreni Spoerry,Switzerland,1249598755,Start,WESTERN EUROPE,8.8
6301,Niklaus Friedrich von Steiger,Switzerland,1226367351,Stub,WESTERN EUROPE,8.8
6302,Silvia Steiner,Switzerland,1244496245,Stub,WESTERN EUROPE,8.8
6303,Charles-Alexandre Steinhäuslin,Switzerland,1134567603,Start,WESTERN EUROPE,8.8
6304,Hansjörg Trachsel,Switzerland,1019997611,Start,WESTERN EUROPE,8.8
6305,Paul Usteri,Switzerland,1249591574,Start,WESTERN EUROPE,8.8
6306,Vroni Thalmann-Bieri,Switzerland,1244066243,Start,WESTERN EUROPE,8.8
6307,Eric Weber,Switzerland,1244701618,GA,WESTERN EUROPE,8.8
6308,Johann Rudolf Wettstein,Switzerland,1243370481,GA,WESTERN EUROPE,8.8
6309,Louis Wyrsch,Switzerland,1244812259,GA,WESTERN EUROPE,8.8
6310,Theodor Ab Yberg,Switzerland,1162340000,Stub,WESTERN EUROPE,8.8
6311,Andrea Zryd,Switzerland,1244065975,Stub,WESTERN EUROPE,8.8
6312,Sebastian Peregrin Zwyer,Switzerland,1234453204,Start,WESTERN EUROPE,8.8
6313,Ursula Zybach,Switzerland,1244066228,Stub,WESTERN EUROPE,8.8
6314,Adil Arslan,Syria,1221969287,C,WESTERN ASIA,23.2
6315,Mohammed Akkad,Syria,1212170538,Stub,WESTERN ASIA,23.2
6316,Sultan al-Atrash,Syria,1249371663,C,WESTERN ASIA,23.2
6317,Ayyash Al-Haj,Syria,1237147110,GA,WESTERN ASIA,23.2
6318,Ghias Barakat,Syria,1194543288,C,WESTERN ASIA,23.2
6319,Subhi Bey Barakat,Syria,1249443896,Start,WESTERN ASIA,23.2
6320,Abdul Qader Barmada,Syria,1207792124,Stub,WESTERN ASIA,23.2
6321,Tawfiq Bay,Syria,1219730900,Start,WESTERN ASIA,23.2
6322,Ibrahim Biro,Syria,1143751897,Start,WESTERN ASIA,23.2
6323,Yusuf Franko Coussa,Syria,1217309774,Stub,WESTERN ASIA,23.2
6324,Amir al-Dandal,Syria,1119046699,Start,WESTERN ASIA,23.2
6325,Abd al-Razzaq al-Dandashi,Syria,1063356756,Start,WESTERN ASIA,23.2
6326,Ahmad Diyab,Syria,1221200569,Stub,WESTERN ASIA,23.2
6327,Hadad-yith'i,Syria,1226253908,C,WESTERN ASIA,23.2
6328,Hisham Marwah,Syria,1190361034,Stub,WESTERN ASIA,23.2
6329,Edmond Al-Homsi,Syria,1160959602,Stub,WESTERN ASIA,23.2
6330,Louay Hussein,Syria,1218353001,Start,WESTERN ASIA,23.2
6331,Ihsan Al Jabri,Syria,1234945394,Stub,WESTERN ASIA,23.2
6332,Jihad Makdissi,Syria,1152065786,C,WESTERN ASIA,23.2
6333,Mohammad Jumah,Syria,1031226079,Stub,WESTERN ASIA,23.2
6334,Sami al-Jundi,Syria,1198776886,C,WESTERN ASIA,23.2
6335,Kamal al-Qassab,Syria,1178981048,Stub,WESTERN ASIA,23.2
6336,Kamil Pasha al-Qudsi,Syria,1179052230,Stub,WESTERN ASIA,23.2
6337,Abdul-Aziz al-Khair,Syria,1250373499,C,WESTERN ASIA,23.2
6338,Fayez al-Khoury,Syria,1225987131,Stub,WESTERN ASIA,23.2
6339,Mar'i Pasha al-Mallah,Syria,1210271884,Start,WESTERN ASIA,23.2
6340,Hrant Maloyan,Syria,1250311867,C,WESTERN ASIA,23.2
6341,Antun Maqdisi,Syria,1012298345,Start,WESTERN ASIA,23.2
6342,Mahmoud Ahmad Marei,Syria,1230265066,Stub,WESTERN ASIA,23.2
6343,Muhammad Talab Hilal,Syria,1177246555,C,WESTERN ASIA,23.2
6344,Mustafa al-Mousa,Syria,1232328719,Stub,WESTERN ASIA,23.2
6345,Mustafa al-Siba'i,Syria,1222139654,Start,WESTERN ASIA,23.2
6346,Shukri al-Quwatli,Syria,1249646378,FA,WESTERN ASIA,23.2
